IdRun;NameConv;Time(ms);std;NbMicroKernel;AxeFuse;SizeAxeFuse;Schema
16;ResNet18_4;6.799025313333334;1.2698907217795359;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (4, y), U (3, w), T (1, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (4, x), T (7, y), T (2, f), T (64, c), T (7, x)]
17;ResNet18_4;0.37386433999999996;0.04455910591715185;1;axe_out_channels_0,axe_yy_0,axe_xx_1;8;[V f, U (4, f), U (7, y), U (3, h), T (64, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (2, x), T (4, y), T (2, f), T (1, c), T (7, x)]
18;ResNet18_4;0.07350038666666667;0.000359439346513737;1;axe_xx_0;28;[V f, U (2, f), U (14, y), T (32, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (1, x), T (2, y), T (4, f), T (2, c), T (28, x)]
19;ResNet18_4;3.1561709700000002;0.7560718969245094;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, h), T (4, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (2, x)]
20;ResNet18_4;0.18180647;0.0015939138693062012;2;axe_xx1_0;14;[V f, U (2, f), ULambda y, T (16, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (4, c), T (14, x)]
21;ResNet18_4;0.14088392333333333;0.0016361772583304598;2;axe_xx1_0;14;[V f, U (2, f), ULambda y, U (3, h), T (8, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (8, c), T (14, x)]
22;ResNet18_4;1.0585125333333334;0.02852074237963966;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;17;[V f, U (1, f), ULambda y, U (3, h), T (4, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (8, f),  T (16, c), T (1, x)]
23;ResNet18_4;1.27803273;0.3323843310541414;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;18;[V f, U (4, f), ULambda y, U (3, h), T (2, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (14, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (32, c), T (1, x)]
24;ResNet18_4;0.11466459;0.007040842277014085;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (7, y), T (64, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (7, x), T (4, y), T (2, f), T (1, c), T (2, x)]
25;ResNet18_4;26.792837779999996;0.967761957033737;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (64, c), T (2, x)]
26;ResNet18_4;3.47276803;0.6571670359747863;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (64, c), T (1, x)]
27;ResNet18_4;0.2959964233333333;0.05016191309966831;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (7, y), U (3, h), T (8, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (4, x), T (4, y), T (2, f), T (8, c), T (1, x)]
28;ResNet18_4;0.8255668633333333;0.19858095655872862;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;12;[V f, U (2, f), ULambda y, T (16, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (4, c), T (4, x)]
29;ResNet18_4;0.26486724;0.012152292908041847;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (4, f), ULambda y, U (3, h), T (64, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (1, c), T (2, x)]
30;ResNet18_4;0.34217087999999996;0.025384865321850525;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (7, y), U (3, h), T (16, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (7, x), T (4, y), T (2, f), T (4, c), T (4, x)]
31;ResNet18_4;0.09772625666666668;0.025077861958889617;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (7, y), U (3, w), T (64, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (4, x), T (4, y), T (2, f), T (1, c), T (1, x)]
32;ResNet18_4;13.266649343333333;1.704562973809606;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;9;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (4, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (64, c), T (7, x)]
33;ResNet18_4;0.15998925000000003;0.004839254077076348;1;axe_xx_0;28;[V f, U (4, f), U (7, y), U (3, h), T (1, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (1, x), T (4, y), T (2, f), T (64, c), T (28, x)]
34;ResNet18_4;0.8129506633333333;0.0910490232440371;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, U (3, h), T (8, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (8, c), T (2, x)]
35;ResNet18_4;0.13572926000000002;0.0034512332864837423;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;32;[V f, U (4, f), ULambda y, U (3, w), T (32, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (28, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (2, c), T (1, x)]
36;ResNet18_4;0.13625960333333334;0.0028530618309867187;1;axe_out_channels_0,axe_yy_0,axe_xx_1;20;[V f, U (2, f), U (14, y), T (32, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (14, x), T (2, y), T (4, f), T (2, c), T (2, x)]
37;ResNet18_4;0.25576509999999997;0.01808499859011453;1;axe_out_channels_0,axe_yy_0,axe_xx_1;8;[V f, U (4, f), U (7, y), U (3, w), T (16, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (4, c), T (2, x)]
38;ResNet18_4;0.5543907133333333;0.09794958219237782;2;axe_xx1_0;7;[V f, U (4, f), ULambda y, U (3, h), T (2, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (32, c), T (7, x)]
39;ResNet18_4;0.10144470333333333;0.001123907018934887;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, w), T (64, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (1, c), T (14, x)]
40;ResNet18_4;6.4870804233333335;0.6715305385133856;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;8;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (64, c), T (7, x)]
41;ResNet18_4;0.15590885999999998;0.0012055347466120052;2;axe_xx1_0;14;[V f, U (2, f), ULambda y, T (16, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (4, c), T (14, x)]
42;ResNet18_4;0.2605578233333333;0.0054152050747265715;2;axe_xx1_0;7;[V f, U (4, f), ULambda y, U (3, w), T (4, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (7, x)]
43;ResNet18_4;3.63943898;0.8539352130343101;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;8;[V f, U (4, f), ULambda y, U (3, h), T (4, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (4, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (7, x)]
44;ResNet18_4;0.6363966;0.09075194828109205;1;axe_xx_0;7;[V f, U (4, f), U (7, y), U (3, h), T (2, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h), T (1, x), T (4, y), T (2, f), T (32, c), T (7, x)]
45;ResNet18_4;0.80161601;0.18264484727228963;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (4, y), U (3, w), T (8, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (1, x), T (7, y), T (2, f), T (8, c), T (4, x)]
46;ResNet18_4;0.17110478666666668;0.005261715868594786;2;axe_xx1_0;28;[V f, U (1, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (8, f),  T (64, c), T (28, x)]
47;ResNet18_4;5.668013383333333;1.1897354919871839;1;axe_out_channels_0,axe_yy_0,axe_xx_1;12;[V f, U (1, f), U (14, y), U (3, h), T (2, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (2, x), T (2, y), T (8, f), T (32, c), T (7, x)]
48;ResNet18_4;0.11701731;0.0030021338320915824;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;20;[V f, U (2, f), ULambda y, U (3, h), T (64, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (14, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (1, c), T (1, x)]
49;ResNet18_4;0.11984323666666666;0.003850880309702647;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (4, f), U (4, y), U (3, w), T (32, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, x), T (7, y), T (2, f), T (2, c), T (2, x)]
50;ResNet18_4;7.280988940000002;1.0126469031306664;1;axe_out_channels_0,axe_yy_0,axe_xx_1;7;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (1, x), T (4, y), T (2, f), T (64, c), T (4, x)]
51;ResNet18_4;3.09808722;0.7323577808915301;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (64, c), T (1, x)]
52;ResNet18_4;0.23867604333333334;0.019155865996028178;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (2, c), T (1, x)]
53;ResNet18_4;0.5841622166666667;0.08457579995034725;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;20;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (14, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (8, c), T (2, x)]
54;ResNet18_4;0.19836106;0.012156373886665382;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, w), T (2, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (32, c), T (14, x)]
55;ResNet18_4;1.8551797700000001;0.5267316327811746;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;7;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (8, c), T (1, x)]
56;ResNet18_4;0.4917954933333334;0.08046682746118954;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;9;[V f, U (2, f), ULambda y, T (64, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (4, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (1, c), T (7, x)]
57;ResNet18_4;1.1727248133333332;0.21058794130907998;1;axe_out_channels_0,axe_yy_0,axe_xx_1;34;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (28, x), T (4, y), T (2, f), T (64, c), T (1, x)]
58;ResNet18_4;5.485600916666668;1.2982792050469156;1;axe_out_channels_0,axe_yy_0,axe_xx_1;7;[V f, U (2, f), U (14, y), T (4, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (1, x), T (2, y), T (4, f), T (16, c), T (4, x)]
59;ResNet18_4;5.811339003333334;0.29302032511142295;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (4, y), U (3, w), T (1, c), Hoist_vars [c], T (4, x),  T (1, w), T (3, h), T (1, x), T (7, y), T (2, f), T (64, c), T (7, x)]
60;ResNet18_4;0.18083714666666664;0.011513413791566;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, h), T (64, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (1, x), T (4, y), T (2, f), T (1, c), T (14, x)]
61;ResNet18_4;4.728471603333334;1.52009575723456;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, U (3, h), T (2, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (32, c), T (4, x)]
62;ResNet18_4;0.10052483333333333;0.0036616487258549976;1;axe_out_channels_0,axe_yy_0,axe_xx_1;16;[V f, U (4, f), U (4, y), U (3, w), T (64, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (7, x), T (7, y), T (2, f), T (1, c), T (2, x)]
63;ResNet18_4;4.19865902;1.2008010926129986;1;axe_out_channels_0,axe_yy_0,axe_xx_1;16;[V f, U (4, f), U (4, y), U (3, w), T (1, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (7, x), T (7, y), T (2, f), T (64, c), T (4, x)]
64;ResNet18_4;0.16815863333333336;0.0021854538735313826;2;axe_xx1_0;14;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (2, c), T (14, x)]
65;ResNet18_4;1.2503010966666666;0.172505161237377;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (2, f), ULambda y, T (64, c), Hoist_vars [c], T (28, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (1, c), T (1, x)]
66;ResNet18_4;1.0755392199999998;0.2665013368257754;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (7, y), T (2, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (4, x), T (4, y), T (2, f), T (32, c), T (1, x)]
67;ResNet18_4;0.2373358266666667;0.010904752428467957;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;19;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (14, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (2, c), T (2, x)]
68;ResNet18_4;0.14307093333333332;0.005604404936397013;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (7, y), U (3, w), T (32, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (7, x), T (4, y), T (2, f), T (2, c), T (2, x)]
69;ResNet18_4;0.2751922533333333;0.008041988229580493;1;axe_xx_0;14;[V f, U (1, f), U (14, y), U (3, h), T (1, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (2, x), T (2, y), T (8, f), T (64, c), T (14, x)]
70;ResNet18_4;0.89768709;0.21074229372384293;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;7;[V f, U (2, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (4, c), T (4, x)]
71;ResNet18_4;0.5879970733333334;0.12264268164390299;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;8;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (2, c), T (1, x)]
72;ResNet18_4;0.11061183000000001;0.0007569460244150716;1;axe_xx_0;14;[V f, U (1, f), U (14, y), U (3, h), T (16, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (2, x), T (2, y), T (8, f), T (4, c), T (14, x)]
73;ResNet18_4;0.7257148166666666;0.17242511007250283;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;32;[V f, U (4, f), ULambda y, U (3, w), T (4, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (28, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (1, x)]
74;ResNet18_4;0.2938117966666667;0.01161682907406751;1;axe_xx_0;7;[V f, U (4, f), U (7, y), U (3, w), T (4, c), Hoist_vars [c], T (4, x),  T (1, w), T (3, h), T (1, x), T (4, y), T (2, f), T (16, c), T (7, x)]
75;ResNet18_4;0.18396248333333334;0.010876053559451399;1;axe_xx_0;14;[V f, U (2, f), U (14, y), T (8, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (2, x), T (2, y), T (4, f), T (8, c), T (14, x)]
76;ResNet18_4;0.21211192000000004;0.007548140280363398;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;32;[V f, U (4, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (28, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (4, c), T (1, x)]
77;ResNet18_4;0.10599446333333333;0.001262732105348474;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, w), T (32, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (2, c), T (14, x)]
78;ResNet18_4;0.22616291333333333;0.0113337145636881;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (4, c), T (1, x)]
79;ResNet18_4;0.16458761333333333;0.0016468266935196535;2;axe_xx1_0;14;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (8, c), T (14, x)]
80;ResNet18_4;0.22006041999999998;0.009312149111160588;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (4, f), U (4, y), U (3, w), T (64, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (2, x), T (7, y), T (2, f), T (1, c), T (7, x)]
81;ResNet18_4;0.3876321333333333;0.04102873961529352;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;18;[V f, U (4, f), ULambda y, U (3, h), T (8, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (14, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (8, c), T (1, x)]
82;ResNet18_4;0.3424093833333333;0.038272806306393604;1;axe_xx_0;7;[V f, U (4, f), U (7, y), T (4, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (1, x), T (4, y), T (2, f), T (16, c), T (7, x)]
83;ResNet18_4;0.19284678666666666;0.008990341522782467;1;axe_out_channels_0,axe_yy_0,axe_xx_1;20;[V f, U (4, f), U (7, y), U (3, w), T (8, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (14, x), T (4, y), T (2, f), T (8, c), T (1, x)]
84;ResNet18_4;0.23154544666666665;0.009780820261116482;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;12;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (2, c), T (1, x)]
85;ResNet18_4;0.36120377000000004;0.005978707854442026;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (4, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (4, c), T (2, x)]
86;ResNet18_4;0.14790722333333334;0.0012872822208953808;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, w), T (4, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (16, c), T (14, x)]
