IdRun;NameConv;Time(ms);std;NbMicroKernel;AxeFuse;SizeAxeFuse;Schema
172;ResNet18_4;0.13624580999999997;0.0013362388933994226;1;axe_xx_0;28;[V f, U (2, f), U (14, y), T (4, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (1, x), T (2, y), T (4, f), T (16, c), T (28, x)]
173;ResNet18_4;4.2296876333333335;0.295118615095889;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;7;[V f, U (2, f), ULambda y, U (3, h), T (2, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (32, c), T (4, x)]
174;ResNet18_4;0.5049037566666668;0.02985611319068711;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, h), T (64, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (1, c), T (4, x)]
175;ResNet18_4;0.15368905333333333;0.0020870844473251833;2;axe_xx1_0;14;[V f, U (4, f), ULambda y, U (3, w), T (4, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (14, x)]
176;ResNet18_4;0.15666301666666665;0.00659661585837348;1;axe_out_channels_0,axe_yy_0,axe_xx_1;8;[V f, U (4, f), U (7, y), U (3, w), T (64, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (1, c), T (2, x)]
177;ResNet18_4;1.2229120500000001;0.31172072422420255;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (28, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (2, c), T (1, x)]
178;ResNet18_4;0.8359187799999999;0.1651695059645045;1;axe_out_channels_0,axe_yy_0,axe_xx_1;34;[V f, U (4, f), U (7, y), T (2, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (28, x), T (4, y), T (2, f), T (32, c), T (1, x)]
179;ResNet18_4;2.2356995233333334;0.5916337182967056;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (4, f), ULambda y, U (3, w), T (4, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (4, x)]
180;ResNet18_4;0.10190742000000001;0.0006411123133013958;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, w), T (64, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (1, c), T (14, x)]
181;ResNet18_4;1.8530147566666666;0.09274616211594972;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (1, f), U (14, y), U (3, h), T (2, c), Hoist_vars [c], T (28, x),  T (3, w), T (1, h), T (1, x), T (2, y), T (8, f), T (32, c), T (1, x)]
182;ResNet18_4;0.1364025033333333;0.0015310150619369312;1;axe_xx_0;28;[V f, U (4, f), U (7, y), U (3, w), T (1, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (1, x), T (4, y), T (2, f), T (64, c), T (28, x)]
183;ResNet18_4;2.23833031;0.6907699219100699;1;axe_out_channels_0,axe_yy_0,axe_xx_1;14;[V f, U (1, f), U (14, y), U (3, h), T (4, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (4, x), T (2, y), T (8, f), T (16, c), T (7, x)]
184;ResNet18_4;0.2266007966666667;0.00961279173893307;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;18;[V f, U (4, f), ULambda y, U (3, h), T (32, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (14, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (2, c), T (2, x)]
185;ResNet18_4;0.13410338;0.002378213928149542;2;axe_xx1_0;28;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (8, c), T (28, x)]
186;ResNet18_4;1.6456569899999998;0.4901473067129348;1;axe_out_channels_0,axe_yy_0,axe_xx_1;7;[V f, U (4, f), U (7, y), U (3, h), T (4, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (1, x), T (4, y), T (2, f), T (16, c), T (2, x)]
187;ResNet18_4;0.11083167333333332;0.0029811326227831923;1;axe_out_channels_0,axe_yy_0,axe_xx_1;17;[V f, U (1, f), U (14, y), U (3, h), T (32, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h), T (7, x), T (2, y), T (8, f), T (2, c), T (1, x)]
188;ResNet18_4;1.42450653;0.37688253119571813;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;32;[V f, U (4, f), ULambda y, U (3, h), T (2, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (28, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (32, c), T (1, x)]
189;ResNet18_4;1.9344426833333337;0.2630774813334473;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;19;[V f, U (2, f), ULambda y, T (2, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (14, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (32, c), T (2, x)]
190;ResNet18_4;0.3571463833333334;0.048350674512767776;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;32;[V f, U (4, f), ULambda y, U (3, w), T (8, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (28, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (8, c), T (1, x)]
191;ResNet18_4;7.7041026299999995;1.367830227202588;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (4, x)]
192;ResNet18_4;2.4411995099999997;0.620005103355482;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (4, y), U (3, w), T (4, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (4, x), T (7, y), T (2, f), T (16, c), T (7, x)]
193;ResNet18_4;0.5985510133333334;0.10600491474436581;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (4, f), ULambda y, U (3, w), T (16, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (4, c), T (4, x)]
